PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Family_Size
652,1,2,0,-0.8731358343600393,0,1,-0.18532384824750675,2,0.059159876663617696
653,0,3,1,-0.6425863043961658,0,0,-0.47861979608830835,2,-0.5609748304808925
654,1,3,0,-0.10463740114712752,0,0,-0.49078316061772326,1,-0.5609748304808925
655,0,3,0,-0.8731358343600393,0,0,-0.5125125150294839,1,-0.5609748304808925
656,0,2,1,-0.41203677443229225,2,0,0.8314778546749452,2,0.6792945838081278
657,0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,2,-0.5609748304808925
658,0,3,0,0.20276197213803718,1,1,-0.3363340021468808,1,0.6792945838081278
659,0,2,1,-0.48888661775358344,0,0,-0.3866707201133388,2,-0.5609748304808925
660,0,1,1,2.200857898491608,0,2,1.6323350375212924,0,0.6792945838081278
661,1,1,1,1.5860591519212783,2,0,2.042579288947925,2,0.6792945838081278
662,0,3,1,0.8175607187083667,0,0,-0.5029485386158568,0,-0.5609748304808925
663,0,1,1,1.3555096219574048,0,0,-0.13322534515222276,2,-0.5609748304808925
664,0,3,1,0.5101613454232019,0,0,-0.4974960653257301,2,-0.5609748304808925
665,1,3,1,-0.719436147717457,1,0,-0.4888542575852486,2,0.059159876663617696
666,0,2,1,0.20276197213803718,2,0,0.8314778546749452,2,0.6792945838081278
667,0,2,1,-0.33518693111100106,0,0,-0.3866707201133388,2,-0.5609748304808925
668,0,3,1,-0.10463740114712752,0,0,-0.4918744606632361,2,-0.5609748304808925
669,0,3,1,1.0481102486722402,0,0,-0.4863374216869257,2,-0.5609748304808925
670,1,1,0,-0.10463740114712752,1,0,0.39858208016340624,2,0.059159876663617696
671,1,2,0,0.8175607187083667,1,1,0.13683114673782454,2,0.6792945838081278
672,0,1,1,0.12591212881674602,1,0,0.39858208016340624,2,0.059159876663617696
673,0,2,1,3.123056018347102,0,0,-0.43700743807979686,2,-0.5609748304808925
674,1,2,1,0.12591212881674602,0,0,-0.3866707201133388,2,-0.5609748304808925
675,0,2,1,-0.10463740114712752,0,0,-0.6484216535389205,2,-0.5609748304808925
676,0,3,1,-0.8731358343600393,0,0,-0.4918744606632361,2,-0.5609748304808925
677,0,3,1,-0.37361185277164666,0,0,-0.4863374216869257,2,-0.5609748304808925
678,1,3,0,-0.8731358343600393,0,0,-0.45026210265472455,2,-0.5609748304808925
679,0,3,0,1.0481102486722402,1,6,0.2958951755118318,2,3.779968119530679
680,1,1,1,0.5101613454232019,0,1,9.667166525013505,0,0.059159876663617696
681,0,3,0,-0.10463740114712752,0,0,-0.48457563655809965,1,-0.5609748304808925
682,1,1,1,-0.1814872444684187,0,0,0.8964967865378598,0,-0.5609748304808925
683,0,3,1,-0.719436147717457,0,0,-0.4626791642426904,2,-0.5609748304808925
684,0,3,1,-1.180535207645204,5,2,0.2958951755118318,2,3.779968119530679
685,0,2,1,2.3545575851341902,1,1,0.13683114673782454,2,0.6792945838081278
686,0,2,1,-0.33518693111100106,1,2,0.18876253192945994,0,1.299429290952638
687,0,3,1,-1.180535207645204,4,1,0.1506737441786005,2,2.5396987052416584
688,0,3,1,-0.7962859910387481,0,0,-0.44363577710162005,2,-0.5609748304808925
689,0,3,1,-0.8731358343600393,0,0,-0.49145565916975514,2,-0.5609748304808925
690,1,1,0,-1.1036853643239128,0,1,3.6067927997556075,2,0.059159876663617696
691,1,1,1,0.12591212881674602,1,0,0.49925551609632224,2,0.059159876663617696
692,1,3,0,-1.949033640858116,0,1,-0.37828059596268965,0,0.059159876663617696
693,1,3,1,-0.10463740114712752,0,0,0.48910360681684706,2,-0.5609748304808925
694,0,3,1,-0.33518693111100106,0,0,-0.5029485386158568,0,-0.5609748304808925
695,0,1,1,2.3545575851341902,0,0,-0.11384570873513637,2,-0.5609748304808925
696,0,2,1,1.7397588385638607,0,0,-0.3766033765200472,2,-0.5609748304808925
697,0,3,1,1.1249600919935314,0,0,-0.4863374216869257,2,-0.5609748304808925
698,1,3,0,-0.10463740114712752,0,0,-0.49271407711891657,1,-0.5609748304808925
699,0,1,1,1.5092093085999871,1,1,1.5841789061771412,0,0.6792945838081278
700,0,3,1,0.9712604053509489,0,0,-0.494391296561559,2,-0.5609748304808925
701,1,1,0,-0.8731358343600393,1,0,3.9327230485884233,0,0.059159876663617696
702,1,1,1,0.4333115021019107,0,0,-0.11913106412161445,2,-0.5609748304808925
703,0,3,0,-0.8731358343600393,0,1,-0.3573908580066095,0,0.059159876663617696
704,0,3,1,-0.33518693111100106,0,0,-0.4925449457465493,1,-0.5609748304808925
705,0,3,1,-0.2583370877897099,1,0,-0.4902797934380587,2,0.059159876663617696
706,0,2,1,0.7407108753870755,0,0,-0.12491978668775715,2,-0.5609748304808925
707,1,2,0,1.2018099353148226,0,0,-0.3766033765200472,2,-0.5609748304808925
708,1,1,1,0.9712604053509489,0,0,-0.11913106412161445,2,-0.5609748304808925
709,1,1,0,-0.5657364610748746,0,0,2.4029901895877646,2,-0.5609748304808925
710,1,3,1,-0.10463740114712752,1,1,-0.3414522396297103,0,0.6792945838081278
711,1,1,0,-0.41203677443229225,0,0,0.3483299278831318,0,-0.5609748304808925
712,0,1,1,-0.10463740114712752,0,0,-0.11384570873513637,2,-0.5609748304808925
713,1,1,1,1.432359465278696,1,0,0.39858208016340624,2,0.059159876663617696
714,0,3,1,-0.027787557825836348,0,0,-0.457478374542396,2,-0.5609748304808925
715,0,2,1,1.7397588385638607,0,0,-0.3866707201133388,2,-0.5609748304808925
716,0,3,1,-0.7962859910387481,0,0,-0.494391296561559,2,-0.5609748304808925
717,1,1,0,0.6638610320657843,0,0,3.9327230485884233,0,-0.5609748304808925
718,1,2,0,-0.1814872444684187,0,0,-0.43700743807979686,2,-0.5609748304808925
719,0,3,1,-0.10463740114712752,0,0,-0.3363340021468808,1,-0.5609748304808925
720,0,3,1,0.27961181545932834,0,0,-0.4918744606632361,2,-0.5609748304808925
721,1,2,0,-1.7953339542155335,0,1,0.016023023618325298,2,0.059159876663617696
722,0,3,1,-0.9499856776813305,1,0,-0.5063875431873253,2,0.059159876663617696
723,0,2,1,0.35646165878061953,0,0,-0.3866707201133388,2,-0.5609748304808925
724,0,2,1,1.5860591519212783,0,0,-0.3866707201133388,2,-0.5609748304808925
725,1,1,1,-0.1814872444684187,1,0,0.4207302360686478,2,0.059159876663617696
726,0,3,1,-0.719436147717457,0,0,-0.47400492578514347,2,-0.5609748304808925
727,1,2,0,0.04906228549545483,3,0,-0.22559322262067316,2,1.299429290952638
728,1,3,0,-0.10463740114712752,0,0,-0.4926295114327329,1,-0.5609748304808925
729,0,2,1,-0.33518693111100106,1,0,-0.12491978668775715,2,0.059159876663617696
730,0,3,0,-0.33518693111100106,1,0,-0.4888542575852486,2,0.059159876663617696
731,1,1,0,-0.027787557825836348,0,0,3.6067927997556075,2,-0.5609748304808925
732,0,3,1,-1.4110847376090776,0,0,-0.2701412180209885,0,-0.5609748304808925
733,0,2,1,-0.10463740114712752,0,0,-0.6484216535389205,2,-0.5609748304808925
734,0,2,1,-0.48888661775358344,0,0,-0.3866707201133388,2,-0.5609748304808925
735,0,2,1,-0.48888661775358344,0,0,-0.3866707201133388,2,-0.5609748304808925
736,0,3,1,-0.06621247948648194,0,0,-0.32425318983493084,2,-0.5609748304808925
737,0,3,0,1.432359465278696,1,3,0.04370821849987721,2,1.9195639980971482
738,1,1,1,0.4333115021019107,0,0,9.667166525013505,0,-0.5609748304808925
739,0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,2,-0.5609748304808925
740,0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,2,-0.5609748304808925
741,1,1,1,-0.10463740114712752,0,0,-0.04438103794142432,2,-0.5609748304808925
742,0,1,1,0.5101613454232019,1,0,0.9391984311231651,2,0.059159876663617696
743,1,1,0,-0.6425863043961658,2,2,4.634416897040849,0,1.9195639980971482
744,0,3,1,-0.41203677443229225,1,0,-0.32425318983493084,2,0.059159876663617696
745,1,3,1,0.12591212881674602,0,0,-0.4888542575852486,2,-0.5609748304808925
746,0,1,1,3.123056018347102,1,1,0.7811411367084872,2,0.6792945838081278
747,0,3,1,-1.0268355210026217,1,1,-0.24069423801061057,2,0.6792945838081278
748,1,2,0,0.04906228549545483,0,0,-0.3866707201133388,2,-0.5609748304808925
749,0,1,1,-0.7962859910387481,1,0,0.4207302360686478,2,0.059159876663617696
750,0,3,1,0.12591212881674602,0,0,-0.49237782784290063,1,-0.5609748304808925
751,1,2,0,-1.949033640858116,1,1,-0.18532384824750675,2,0.6792945838081278
752,1,3,1,-1.7953339542155335,0,1,-0.397241430886295,2,0.059159876663617696
753,0,3,1,0.27961181545932834,0,0,-0.45714212526638004,2,-0.5609748304808925
754,0,3,1,-0.48888661775358344,0,0,-0.4894421904510968,2,-0.5609748304808925
755,1,2,0,1.432359465278696,1,2,0.6603330135889879,2,1.299429290952638
756,1,2,1,-2.204943619118015,1,1,-0.35646868933346404,2,0.6792945838081278
757,0,3,1,-0.10463740114712752,0,0,-0.49145565916975514,2,-0.5609748304808925
758,0,2,1,-0.8731358343600393,0,0,-0.41687275089321363,2,-0.5609748304808925
759,0,3,1,0.35646165878061953,0,0,-0.4863374216869257,2,-0.5609748304808925
760,1,1,0,0.27961181545932834,0,0,1.093228788100527,2,-0.5609748304808925
761,0,3,1,-0.10463740114712752,0,0,-0.35646868933346404,2,-0.5609748304808925
762,0,3,1,0.8944105620296577,0,0,-0.5049620073345151,2,-0.5609748304808925
763,1,3,1,-0.719436147717457,0,0,-0.5028639729296732,0,-0.5609748304808925
764,1,1,0,0.5101613454232019,1,2,1.7677408088510642,2,1.299429290952638
765,0,3,1,-1.0268355210026217,0,0,-0.4918744606632361,2,-0.5609748304808925
766,1,1,0,1.6629089952425695,1,0,0.921244330558889,2,0.059159876663617696
767,0,1,1,-0.10463740114712752,0,0,0.1489119590497745,0,-0.5609748304808925
768,0,3,0,0.08748720715610042,0,0,-0.49237782784290063,1,-0.5609748304808925
769,0,3,1,-0.10463740114712752,1,0,-0.1621689579829361,1,0.059159876663617696
770,0,3,1,0.20276197213803718,0,0,-0.4800453319411184,2,-0.5609748304808925
771,0,3,1,-0.41203677443229225,0,0,-0.45714212526638004,2,-0.5609748304808925
772,0,3,1,1.432359465278696,0,0,-0.4902797934380587,2,-0.5609748304808925
773,0,2,0,2.1240080551703167,0,0,-0.43700743807979686,2,-0.5609748304808925
774,0,3,1,-0.10463740114712752,0,0,-0.5029485386158568,0,-0.5609748304808925
775,1,2,0,1.893458525206443,1,3,-0.18532384824750675,2,1.9195639980971482
776,0,3,1,-0.8731358343600393,0,0,-0.49237782784290063,2,-0.5609748304808925
777,0,3,1,-0.10463740114712752,0,0,-0.49237782784290063,1,-0.5609748304808925
778,1,3,0,-1.8721837975368247,0,0,-0.397241430886295,2,-0.5609748304808925
779,0,3,1,-0.10463740114712752,0,0,-0.4926295114327329,1,-0.5609748304808925
780,1,1,0,1.0481102486722402,0,1,3.6067927997556075,2,0.059159876663617696
781,1,3,0,-1.2573850509664952,0,0,-0.5028639729296732,0,-0.5609748304808925
782,1,1,0,-0.9499856776813305,1,0,0.49925551609632224,2,0.059159876663617696
783,0,1,1,-0.027787557825836348,0,0,-0.04438103794142432,2,-0.5609748304808925
784,0,3,1,-0.10463740114712752,1,2,-0.17626323901354432,2,1.299429290952638
785,0,3,1,-0.33518693111100106,0,0,-0.5064721088735089,2,-0.5609748304808925
786,0,3,1,-0.33518693111100106,0,0,-0.5024451714361923,2,-0.5609748304808925
787,1,3,0,-0.8731358343600393,0,0,-0.4974960653257301,2,-0.5609748304808925
788,0,3,1,-1.6416342675729512,4,1,-0.06199888922968463,1,2.5396987052416584
789,1,3,1,-2.1795831708219895,1,2,-0.23415046467497105,2,1.299429290952638
790,0,1,1,1.2786597786361138,0,0,0.9462455716384695,0,-0.5609748304808925
791,0,3,1,-0.10463740114712752,0,0,-0.49237782784290063,1,-0.5609748304808925
792,0,2,1,-1.0268355210026217,0,0,-0.12491978668775715,2,-0.5609748304808925
793,0,3,0,-0.10463740114712752,8,2,0.7519458402879414,2,5.64037224096421
794,0,1,1,-0.10463740114712752,0,0,-0.030371322596999754,0,-0.5609748304808925
795,0,3,1,-0.33518693111100106,0,0,-0.4894421904510968,2,-0.5609748304808925
796,0,2,1,0.7407108753870755,0,0,-0.3866707201133388,2,-0.5609748304808925
797,1,1,0,1.5092093085999871,0,0,-0.1263453225405672,2,-0.5609748304808925
798,1,3,0,0.12591212881674602,0,0,-0.4735861242916626,2,-0.5609748304808925
799,0,3,1,0.04906228549545483,0,0,-0.5028639729296732,0,-0.5609748304808925
800,0,3,0,0.04906228549545483,1,1,-0.1621689579829361,2,0.6792945838081278
801,0,2,1,0.35646165878061953,0,0,-0.3866707201133388,2,-0.5609748304808925
802,1,2,0,0.12591212881674602,1,1,-0.11988611489111134,2,0.6792945838081278
803,1,1,1,-1.4110847376090776,1,2,1.7677408088510642,2,1.299429290952638
804,1,3,1,-2.224156079948338,0,1,-0.47694056317694733,0,0.059159876663617696
805,1,3,1,-0.1814872444684187,0,0,-0.5079822104125026,2,-0.5609748304808925
806,0,3,1,0.12591212881674602,0,0,-0.4918744606632361,2,-0.5609748304808925
807,0,1,1,0.7407108753870755,0,0,-0.6484216535389205,2,-0.5609748304808925
808,0,3,0,-0.8731358343600393,0,0,-0.4918744606632361,2,-0.5609748304808925
809,0,2,1,0.7407108753870755,0,0,-0.3866707201133388,2,-0.5609748304808925
810,1,1,0,0.27961181545932834,1,0,0.4207302360686478,2,0.059159876663617696
811,0,3,1,-0.2583370877897099,0,0,-0.4896093083547455,2,-0.5609748304808925
812,0,3,1,0.7407108753870755,0,0,-0.1621689579829361,2,-0.5609748304808925
813,0,2,1,0.4333115021019107,0,0,-0.43700743807979686,2,-0.5609748304808925
814,0,3,0,-1.7953339542155335,4,2,-0.01870931177853076,2,3.1598334123861687
815,0,3,1,0.08748720715610042,0,0,-0.4863374216869257,2,-0.5609748304808925
816,0,1,1,-0.10463740114712752,0,0,-0.6484216535389205,2,-0.5609748304808925
817,0,3,0,-0.48888661775358344,0,0,-0.4888542575852486,2,-0.5609748304808925
818,0,2,1,0.12591212881674602,1,1,0.09664633805084172,0,0.6792945838081278
819,0,3,1,1.0481102486722402,0,0,-0.5185529211854588,2,-0.5609748304808925
820,0,3,1,-1.4879345809303688,3,2,-0.08666388103324908,2,2.5396987052416584
821,1,1,0,1.7397588385638607,1,1,1.2341715984066093,2,0.6792945838081278
822,1,3,1,-0.1814872444684187,0,0,-0.47400492578514347,2,-0.5609748304808925
823,0,1,1,0.6638610320657843,0,0,-0.6484216535389205,2,-0.5609748304808925
824,1,3,0,-0.1814872444684187,0,1,-0.397241430886295,2,0.059159876663617696
825,0,3,1,-2.1027333275006983,4,1,0.1506737441786005,2,2.5396987052416584
826,0,3,1,-0.10463740114712752,0,0,-0.5084855775921673,1,-0.5609748304808925
827,0,3,1,-0.10463740114712752,0,0,0.48910360681684706,2,-0.5609748304808925
828,1,2,1,-2.1795831708219895,0,2,0.09664633805084172,0,0.6792945838081278
829,1,3,1,-0.10463740114712752,0,0,-0.49237782784290063,1,-0.5609748304808925
830,1,1,0,2.5082572717767726,0,0,0.962353321387736,2,-0.5609748304808925
831,1,3,0,-1.1036853643239128,1,0,-0.3573908580066095,0,0.059159876663617696
832,1,2,1,-2.192647644186609,1,1,-0.2708962687904854,2,0.6792945838081278
833,0,3,1,-0.10463740114712752,0,0,-0.5028639729296732,0,-0.5609748304808925
834,0,3,1,-0.48888661775358344,0,0,-0.4902797934380587,2,-0.5609748304808925
835,0,3,1,-0.8731358343600393,0,0,-0.48130374989027985,2,-0.5609748304808925
836,1,1,0,0.7407108753870755,1,1,1.0259447039291216,0,0.6792945838081278
837,0,3,1,-0.6425863043961658,0,0,-0.47400492578514347,2,-0.5609748304808925
838,0,3,1,-0.10463740114712752,0,0,-0.4863374216869257,2,-0.5609748304808925
839,1,3,1,0.20276197213803718,0,0,0.48910360681684706,2,-0.5609748304808925
840,1,1,1,-0.10463740114712752,0,0,-0.05042144409739929,0,-0.5609748304808925
841,0,3,1,-0.719436147717457,0,0,-0.4888542575852486,2,-0.5609748304808925
842,0,2,1,-1.0268355210026217,0,0,-0.43700743807979686,2,-0.5609748304808925
843,1,1,0,0.04906228549545483,0,0,-0.024246350754841113,0,-0.5609748304808925
844,0,3,1,0.3948865804412651,0,0,-0.5188046047752911,0,-0.5609748304808925
845,0,3,1,-0.9499856776813305,0,0,-0.47400492578514347,2,-0.5609748304808925
846,0,3,1,0.9712604053509489,0,0,-0.49640476528021726,2,-0.5609748304808925
847,0,3,1,-0.10463740114712752,8,2,0.7519458402879414,2,5.64037224096421
848,0,3,1,0.4333115021019107,0,0,-0.4894421904510968,0,-0.5609748304808925
849,0,2,1,-0.10463740114712752,0,1,0.016023023618325298,2,0.059159876663617696
850,1,1,0,-0.10463740114712752,1,0,1.145663540471827,0,0.059159876663617696
851,0,3,1,-1.949033640858116,4,2,-0.01870931177853076,2,3.1598334123861687
852,0,3,1,3.430455391632267,0,0,-0.4918744606632361,2,-0.5609748304808925
853,0,3,0,-1.56478442425166,1,1,-0.3414522396297103,0,0.6792945838081278
854,1,1,0,-1.0268355210026217,0,1,0.14488502161245778,2,0.059159876663617696
855,0,2,0,1.1249600919935314,1,0,-0.12491978668775715,2,0.059159876663617696
856,1,3,0,-0.8731358343600393,0,1,-0.4601623283443675,2,0.059159876663617696
857,1,1,0,1.2018099353148226,1,1,2.671117778445337,2,0.6792945838081278
858,1,1,1,1.6629089952425695,0,0,-0.11384570873513637,2,-0.5609748304808925
859,1,3,0,-0.41203677443229225,0,3,-0.26066180729354516,0,1.299429290952638
860,0,3,1,-0.10463740114712752,0,0,-0.5028639729296732,0,-0.5609748304808925
861,0,3,1,0.8944105620296577,2,0,-0.36435544630444866,2,0.6792945838081278
862,0,2,1,-0.6425863043961658,1,0,-0.41687275089321363,2,0.059159876663617696
863,1,1,0,1.432359465278696,0,0,-0.1263453225405672,2,-0.5609748304808925
864,0,3,0,-0.10463740114712752,8,2,0.7519458402879414,2,5.64037224096421
865,0,2,1,-0.41203677443229225,0,0,-0.3866707201133388,2,-0.5609748304808925
866,1,2,0,0.9712604053509489,0,0,-0.3866707201133388,2,-0.5609748304808925
867,1,2,0,-0.1814872444684187,1,0,-0.3693891181010945,0,0.059159876663617696
868,0,1,1,0.12591212881674602,0,0,0.3682954836973478,2,-0.5609748304808925
869,0,3,1,-0.10463740114712752,0,0,-0.45714212526638004,2,-0.5609748304808925
870,1,3,1,-1.949033640858116,1,1,-0.4242561406845337,2,0.6792945838081278
871,0,3,1,-0.2583370877897099,0,0,-0.4894421904510968,2,-0.5609748304808925
872,1,1,0,1.3555096219574048,1,1,0.40974072380221066,2,0.6792945838081278
873,0,1,1,0.27961181545932834,0,0,-0.5477482176060045,2,-0.5609748304808925
874,0,3,1,1.3555096219574048,0,0,-0.46720946885967163,2,-0.5609748304808925
875,1,2,0,-0.10463740114712752,1,0,-0.16518916106092355,0,0.059159876663617696
876,1,3,0,-1.1036853643239128,0,0,-0.5029485386158568,0,-0.5609748304808925
877,0,3,1,-0.719436147717457,0,0,-0.45017955043725955,2,-0.5609748304808925
878,0,3,1,-0.7962859910387481,0,0,-0.4894421904510968,2,-0.5609748304808925
879,0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,2,-0.5609748304808925
880,1,1,0,2.0471582118490255,0,1,1.0259447039291216,0,0.059159876663617696
881,1,2,0,-0.33518693111100106,0,1,-0.12491978668775715,2,0.059159876663617696
882,0,3,1,0.27961181545932834,0,0,-0.4894421904510968,2,-0.5609748304808925
883,0,3,0,-0.5657364610748746,0,0,-0.4366711888037809,2,-0.5609748304808925
884,0,2,1,-0.10463740114712752,0,0,-0.43700743807979686,2,-0.5609748304808925
885,0,3,1,-0.33518693111100106,0,0,-0.5064721088735089,2,-0.5609748304808925
886,0,3,0,0.7407108753870755,0,5,-0.06199888922968463,1,2.5396987052416584
887,0,2,1,-0.1814872444684187,0,0,-0.3866707201133388,2,-0.5609748304808925
888,1,1,0,-0.7962859910387481,0,0,-0.04438103794142432,2,-0.5609748304808925
889,0,3,0,-0.10463740114712752,1,2,-0.17626323901354432,2,1.299429290952638
890,1,1,1,-0.2583370877897099,0,0,-0.04438103794142432,0,-0.5609748304808925
891,0,3,1,0.20276197213803718,0,0,-0.49237782784290063,1,-0.5609748304808925
